"","tm","attendance","attend_per_game","batage","page","bpf","ppf","n_hof","n_aallstars","n_a_ta_s","est_payroll","time","managers","year","g","w","wins_losses"
"1426","LAA",3240386,40005,"29.6","28.6","99","98","0","3","14",118169000,"2:56","Scioscia",2009,162,97,0.599
"1427","LAD",3761655,46440,"29.7","27.8","95","95","0","3","19",102117592,"3:08","Torre",2009,162,95,0.586
"1428","MIL",3037451,37499,"29.3","30.0","98","98","0","3","10",81384502,"3:00","Macha",2009,162,80,0.494
"1429","MIN",2416237,29466,"27.7","27.9","98","98","0","3","11",67804266,"2:56","Gardenhire",2009,163,87,0.534
"1430","NYM",3168571,39118,"29.5","29.2","97","97","0","4","12",151994237,"2:55","Manuel",2009,162,70,0.432
"1431","NYY",3719358,45918,"30.5","29.3","105","103","0","3","15",210330039,"3:11","Girardi",2009,162,103,0.636
"1432","OAK",1408783,17392,"29.0","25.7","98","98","0","1","7",65945000,"2:50","Geren",2009,162,75,0.463
"1433","PHI",3600693,44453,"31.3","31.2","101","100","1","5","13",115479046,"2:56","Manuel",2009,162,93,0.574
"1434","PIT",1577853,19480,"27.0","26.3","98","99","0","2","9",51912500,"2:49","Russell",2009,161,62,0.385
"1435","SDP",1919603,23699,"28.0","26.8","90","90","0","2","10",50954200,"2:55","Black",2009,162,75,0.463
"1436","SEA",2195533,27105,"29.8","27.4","94","95","0","2","7",100134166,"2:46","Wakamatsu",2009,162,85,0.525
"1437","SFG",2862110,35335,"29.0","28.7","102","101","1","2","15",85444450,"2:49","Bochy",2009,162,88,0.543
"1438","STL",3343252,41275,"28.5","30.1","98","97","1","3","11",90928409,"2:48","La Russa",2009,162,91,0.562
"1439","TBR",1874962,23148,"28.0","28.4","98","97","0","5","13",67270334,"3:01","Maddon",2009,162,84,0.518
"1440","TEX",2156016,26617,"27.8","27.7","104","104","0","3","18",79723548,"2:51","Washington",2009,162,87,0.537
"1441","TOR",1876129,23162,"29.9","28.4","100","99","0","2","12",83964500,"2:56","Gaston",2009,162,75,0.463
"1442","WSN",1817226,22435,"28.4","27.4","99","101","0","1","10",64384000,"2:55","Acta and Riggleman",2009,162,59,0.364
"1443","ARI",2056697,25391,"26.8","27.9","105","105","0","1","8",61368166,"2:58","Hinch and Gibson",2010,162,65,0.401
"1444","ATL",2510119,30989,"28.6","30.1","98","97","0","6","18",84423666,"2:56","Cox",2010,162,91,0.562
"1445","BAL",1733019,21395,"28.7","28.4","99","100","0","1","11",81612500,"2:53","Trembley, Samuel and Showalter",2010,162,66,0.407
"1446","BOS",3046445,37610,"30.8","29.6","106","105","0","6","19",164507333,"3:10","Francona",2010,162,89,0.549
"1447","CHC",3062973,37814,"29.4","28.2","104","105","0","1","12",146609002,"2:50","Piniella and Quade",2010,162,75,0.463
"1448","CHW",2194378,27091,"30.6","29.0","103","103","0","2","16",107195000,"2:47","Guillen",2010,162,88,0.543
"1449","CIN",2060550,25439,"29.0","28.2","102","101","0","4","13",75321542,"2:56","Baker",2010,162,91,0.562
"1450","CLE",1391644,17181,"27.2","26.6","94","95","0","1","10",61203966,"2:54","Acta",2010,162,69,0.426
"1451","COL",2875245,35497,"28.8","28.1","115","115","0","2","9",90677000,"3:00","Tracy",2010,162,83,0.512
"1452","DET",2461237,30386,"28.8","26.5","102","101","0","3","11",124039928,"2:54","Leyland",2010,162,81,0.5
"1453","FLA",1524894,18826,"26.9","27.1","103","103","0","2","5",57454719,"2:55","Gonzalez and Rodriguez",2010,162,80,0.494
"1454","HOU",2331490,28784,"29.5","29.6","97","98","0","1","7",93216000,"2:49","Mills",2010,162,76,0.469
"1455","KCR",1615327,19942,"28.8","27.5","99","101","0","1","8",73105210,"2:51","Hillman and Yost",2010,162,67,0.414
"1456","LAA",3250814,40134,"29.6","28.3","96","96","0","2","15",104963866,"2:54","Scioscia",2010,162,80,0.494
"1457","LAD",3562320,43979,"30.2","28.1","96","96","0","4","17",95358016,"3:01","Torre",2010,162,80,0.494
"1458","MIL",2776531,34278,"27.8","29.2","100","100","0","3","11",81108278,"3:03","Macha",2010,162,77,0.475
"1459","MIN",3223640,39798,"28.5","28.6","98","98","0","2","13",97559166,"2:51","Gardenhire",2010,162,94,0.58
"1460","NYM",2559738,31602,"28.4","29.5","97","97","0","2","9",134422942,"2:57","Manuel",2010,162,79,0.488
"1461","NYY",3765807,46491,"30.2","30.3","106","104","0","8","18",210733389,"3:09","Girardi",2010,162,95,0.586
"1462","OAK",1418391,17511,"27.7","26.0","99","99","0","2","8",57904900,"2:44","Geren",2010,162,81,0.5
"1463","PHI",3777322,44968,"31.8","31.1","102","101","0","3","17",141928379,"2:54","Manuel",2010,162,97,0.599
"1464","PIT",1613399,19919,"26.5","28.6","98","100","0","1","8",37443000,"2:52","Russell",2010,162,57,0.352
"1465","SDP",2131774,26318,"29.1","27.2","91","91","0","2","10",37799300,"2:56","Black",2010,162,90,0.556
"1466","SEA",2085630,25749,"29.4","27.1","93","95","0","2","11",86510000,"2:43","Wakamatsu and Brown",2010,162,61,0.377
"1467","SFG",3037443,37499,"29.6","27.9","97","97","0","2","11",98641333,"2:52","Bochy",2010,162,92,0.568
"1468","STL",3301218,40756,"28.8","30.2","97","96","0","5","14",93540751,"2:52","La Russa",2010,162,86,0.531
"1469","TBR",1864999,23025,"27.7","28.0","95","94","0","4","13",71923471,"3:02","Maddon",2010,162,96,0.593
"1470","TEX",2505171,30928,"28.3","27.6","109","108","0","5","13",56474374,"2:57","Washington",2010,162,90,0.556
"1471","TOR",1495482,19173,"29.3","28.0","102","101","0","3","8",62734000,"2:48","Gaston",2010,162,85,0.525
"1472","WSN",1828066,22569,"29.1","28.0","99","100","0","1","11",67701000,"2:57","Riggleman",2010,162,69,0.426
"1473","ARI",2105432,25993,"28.2","27.4","103","103","0","2","12",54823166,"2:53","Gibson",2011,162,94,0.58
"1474","ATL",2372940,29296,"28.9","28.4","101","100","0","5","17",93855132,"2:56","Gonzalez",2011,162,89,0.549
"1475","BAL",1755461,21672,"28.3","28.2","102","103","0","1","12",88299038,"2:54","Showalter",2011,162,69,0.426
"1476","BOS",3054001,37704,"30.0","30.3","105","105","0","6","18",166662475,"3:13","Francona",2011,162,90,0.556
"1477","CHC",3017966,37259,"29.3","29.4","101","102","0","1","13",136547329,"2:58","Quade",2011,162,71,0.438
"1478","CHW",2001117,24705,"29.9","28.5","106","106","0","2","13",127789000,"2:49","Guillen and Cooper",2011,162,79,0.488
"1479","CIN",2213588,27328,"28.6","27.7","104","103","0","4","15",77297134,"3:03","Baker",2011,162,79,0.488
"1480","CLE",1840835,22726,"27.8","26.7","94","96","0","2","10",49426566,"2:56","Acta",2011,162,80,0.494
"1481","COL",2909777,35923,"28.6","27.7","119","119","0","1","11",91648071,"3:03","Tracy",2011,162,73,0.451
"1482","DET",2642045,32618,"28.6","27.8","102","101","0","5","11",106875231,"3:00","Leyland",2011,162,95,0.586
"1483","FLA",1520562,18772,"27.4","28.0","101","102","0","1","10",57694000,"2:58","Rodriguez, Hyde and McKeon",2011,162,72,0.444
"1484","HOU",2067016,25519,"28.2","27.2","98","99","0","1","5",71110500,"2:56","Mills",2011,162,56,0.346
"1485","KCR",1724450,21290,"25.8","26.4","99","100","0","1","7",35712000,"2:54","Yost",2011,162,71,0.438
"1486","LAA",3166321,39090,"28.9","28.4","92","92","0","3","13",138543166,"2:53","Scioscia",2011,162,86,0.531
"1487","LAD",2935139,36236,"29.8","28.6","96","96","0","3","13",103785477,"3:02","Mattingly",2011,161,82,0.509
"1488","MIL",3071373,37918,"28.9","29.3","103","103","0","3","12",86636333,"2:56","Roenicke",2011,162,96,0.593
"1489","MIN",3168116,39113,"27.6","28.5","99","99","0","1","9",112737000,"2:50","Gardenhire",2011,162,63,0.389
"1490","NYM",2352596,29044,"28.0","30.0","96","96","0","2","10",151897309,"2:59","Collins",2011,162,77,0.475
"1491","NYY",3653680,45107,"30.5","31.0","106","105","0","8","17",206275028,"3:08","Girardi",2011,162,97,0.599
"1492","OAK",1476791,18232,"29.0","27.4","98","98","0","1","8",67094000,"2:53","Geren and Melvin",2011,162,74,0.457
"1493","PHI",3680718,45441,"31.4","29.2","101","100","0","5","17",172976379,"2:52","Manuel",2011,162,102,0.63
"1494","PIT",1940429,23956,"27.2","28.1","95","97","0","3","11",45047000,"3:00","Hurdle",2011,162,72,0.444
"1495","SDP",2143018,26457,"28.0","28.1","93","93","0","1","8",45869140,"2:52","Black",2011,162,71,0.438
"1496","SEA",1896321,23411,"29.2","26.8","90","92","0","3","9",86110600,"2:46","Wedge",2011,162,67,0.414
"1497","SFG",3387303,41819,"30.2","28.5","92","91","0","5","13",124198333,"2:54","Bochy",2011,162,86,0.531
"1498","STL",3093954,38197,"29.3","30.2","98","97","0","3","14",105433572,"2:55","La Russa",2011,162,90,0.556
"1499","TBR",1529188,18879,"28.3","27.8","93","92","0","3","9",41053571,"2:58","Maddon",2011,162,91,0.562
"1500","TEX",2946949,36382,"29.2","28.8","109","108","0","5","14",93799264,"2:55","Washington",2011,162,96,0.593
"1501","TOR",1818103,22446,"28.4","27.6","104","104","0","2","6",64567800,"2:55","Farrell",2011,162,81,0.5
"1502","WSN",1940478,24256,"28.4","27.6","100","100","0","1","9",68492928,"2:57","Riggleman, McLaren and Johnson",2011,161,80,0.497
"1503","ARI",2177617,26884,"28.3","27.4","103","103","0","1","11",67069833,"2:58","Gibson",2012,162,81,0.5
"1504","ATL",2420171,29879,"28.5","27.6","102","101","0","4","15",86208000,"2:55","Gonzalez",2012,162,94,0.58
"1505","BAL",2102240,25954,"28.0","27.6","102","103","0","3","12",77949000,"3:00","Showalter",2012,162,93,0.574
"1506","BOS",3043003,37568,"29.4","28.7","104","103","0","1","15",110386000,"3:09","Valentine",2012,162,69,0.426
"1507","CHC",2882756,35590,"27.8","27.9","101","103","0","2","11",84492700,"2:58","Sveum",2012,162,61,0.377
"1508","CHW",1965955,24271,"29.9","27.5","104","104","0","4","14",118208000,"2:54","Ventura",2012,162,85,0.525
"1509","CIN",2347251,28978,"28.8","27.1","104","104","0","3","13",80309500,"3:00","Baker",2012,162,97,0.599
"1510","CLE",1603596,19797,"27.8","27.6","94","95","0","2","10",78911300,"2:58","Acta and Alomar",2012,162,68,0.42
"1511","COL",2630458,32475,"28.1","28.2","117","117","0","1","9",75485000,"3:06","Tracy",2012,162,64,0.395
"1512","DET",3028033,37383,"28.0","28.2","105","104","0","3","9",131394000,"2:59","Leyland",2012,162,88,0.543
"1513","HOU",1607733,19849,"26.6","27.2","100","102","0","1","4",37651000,"3:02","Mills and DeFrancesco",2012,162,55,0.34
"1514","KCR",1739859,21480,"26.1","27.3","102","102","0","1","6",61747075,"2:57","Yost",2012,162,72,0.444
"1515","LAA",3061770,37800,"28.8","30.1","94","93","0","4","16",140581000,"2:57","Scioscia",2012,162,89,0.549
"1516","LAD",3324246,41040,"30.4","29.0","96","96","0","2","14",177033600,"3:05","Mattingly",2012,162,86,0.531
"1517","MIA",2219444,27401,"28.3","28.8","102","103","0","1","12",107678000,"2:57","Guillen",2012,162,69,0.426
"1518","MIL",2831385,34955,"29.2","29.0","105","104","0","1","14",95717000,"3:08","Roenicke",2012,162,83,0.512
"1519","MIN",2776354,34276,"28.8","27.8","98","100","0","1","7",99066000,"2:59","Gardenhire",2012,162,66,0.407
"1520","NYM",2242803,27689,"27.9","30.3","95","96","0","2","7",91621424,"2:56","Collins",2012,162,74,0.457
"1521","NYY",3542406,43733,"32.7","30.3","104","103","0","4","18",197977900,"3:07","Girardi",2012,162,95,0.586
"1522","OAK",1679013,20729,"27.7","27.9","95","95","0","1","13",61202500,"3:02","Melvin",2012,162,94,0.58
"1523","PHI",3565718,44021,"31.1","29.1","102","102","0","3","15",171501558,"2:56","Manuel",2012,162,81,0.5
"1524","PIT",2091918,25826,"27.6","30.2","95","95","0","2","11",70077000,"3:01","Hurdle",2012,162,79,0.488
"1525","SDP",2123721,26219,"27.4","28.0","91","91","0","1","7",55494700,"2:56","Black",2012,162,76,0.469
"1526","SEA",1721920,21258,"27.1","27.9","92","93","0","1","9",78235600,"2:56","Wedge",2012,162,75,0.463
"1527","SFG",3377371,41696,"27.8","30.0","89","89","0","4","13",117637350,"3:02","Bochy",2012,162,94,0.58
"1528","STL",3262109,40273,"29.2","28.6","98","96","0","6","14",112071000,"3:01","Matheny",2012,162,88,0.543
"1529","TBR",1559681,19255,"29.7","28.1","95","94","0","2","9",63368700,"3:06","Maddon",2012,162,90,0.556
"1530","TEX",3460280,42720,"29.7","28.8","109","107","0","8","16",124119900,"3:00","Washington",2012,162,93,0.574
"1531","TOR",2099663,25922,"27.9","27.8","102","103","0","1","8",82352700,"2:58","Farrell",2012,162,73,0.451
"1532","WSN",2370794,29269,"27.2","27.0","101","101","0","4","13",92386000,"3:03","Johnson",2012,162,98,0.605
"1533","ARI",2134895,26357,"28.1","27.6","102","103","0","2","9",80060500,"3:08","Gibson",2013,162,81,0.5
"1534","ATL",2548679,31465,"26.8","27.2","101","100","0","3","10",95618750,"2:59","Gonzalez",2013,162,96,0.593
"1535","BAL",2357561,29106,"27.8","27.9","103","102","0","5","12",100832000,"3:01","Showalter",2013,162,85,0.525
"1536","BOS",2833333,34979,"29.7","30.2","103","103","0","3","14",178420500,"3:15","Farrell",2013,162,97,0.599
"1537","CHC",2642682,32626,"27.9","28.7","102","103","0","1","8",66207500,"3:07","Sveum",2013,162,66,0.407
"1538","CHW",1768413,21832,"29.2","27.1","104","105","0","2","8",81401900,"3:02","Ventura",2013,162,63,0.389
"1539","CIN",2492101,31151,"28.5","27.7","101","101","0","3","13",106255535,"3:08","Baker",2013,162,90,0.556
"1540","CLE",1572926,19419,"28.6","27.5","95","95","0","2","10",87342433,"3:03","Francona",2013,162,92,0.568
"1541","COL",2793828,34492,"27.7","28.3","118","119","0","3","7",73768000,"3:05","Weiss",2013,162,74,0.457
"1542","DET",3083397,38067,"29.9","28.4","104","104","0","6","10",154407000,"3:06","Leyland",2013,162,93,0.574
"1543","HOU",1651883,20394,"26.0","27.2","99","101","0","1","3",14672300,"3:12","Porter",2013,162,51,0.315
"1544","KCR",1750754,21614,"27.0","28.9","103","103","0","3","9",87426250,"2:55","Yost",2013,162,86,0.531
"1545","LAA",3019505,37278,"27.8","29.1","94","94","0","1","9",116532500,"3:12","Scioscia",2013,162,78,0.481
"1546","LAD",3743527,46216,"30.6","28.1","96","95","0","1","19",254161000,"3:07","Mattingly",2013,162,92,0.568
"1547","MIA",1586322,19584,"27.7","26.0","102","103","0","1","4",24761900,"2:57","Redmond",2013,162,62,0.383
"1548","MIL",2531105,31248,"27.9","28.8","103","103","0","2","9",86945000,"3:03","Roenicke",2013,162,74,0.457
"1549","MIN",2477644,30588,"28.3","28.3","101","102","0","2","4",63042500,"3:06","Gardenhire",2013,162,66,0.407
"1550","NYM",2135657,26366,"28.3","29.1","94","95","0","2","5",69059860,"3:08","Collins",2013,162,74,0.457
"1551","NYY",3279589,40489,"31.8","31.8","100","100","0","2","15",246534750,"3:05","Girardi",2013,162,85,0.525
"1552","OAK",1809302,22337,"28.3","28.3","98","97","0","2","12",69440000,"3:05","Melvin",2013,162,96,0.593
"1553","PHI",3012403,37190,"30.0","28.7","100","100","0","2","10",150860000,"2:59","Manuel and Sandberg",2013,162,73,0.451
"1554","PIT",2256862,27862,"27.9","28.7","95","95","0","5","15",96205000,"3:06","Hurdle",2013,162,94,0.58
"1555","SDP",2166691,26749,"28.1","28.8","91","91","0","1","6",65988600,"3:00","Black",2013,162,76,0.469
"1556","SEA",1761546,21747,"28.5","28.0","92","92","0","2","6",78887000,"3:04","Wedge",2013,162,71,0.438
"1557","SFG",3369106,41087,"28.7","29.6","93","92","0","4","10",139845667,"3:05","Bochy",2013,162,76,0.469
"1558","STL",3369769,41602,"28.7","26.9","101","100","0","6","11",112583000,"3:01","Matheny",2013,162,97,0.599
"1559","TBR",1510300,18646,"29.6","29.0","97","96","0","2","7",71163500,"3:11","Maddon",2013,163,92,0.564
"1560","TEX",3178273,38759,"29.5","27.9","103","103","0","3","15",139261200,"3:04","Washington",2013,163,91,0.558
"1561","TOR",2536562,31316,"29.1","30.9","102","103","0","4","10",124517800,"2:55","Gibbons",2013,162,74,0.457
"1562","WSN",2652422,32746,"27.7","27.7","103","101","0","2","12",112493250,"2:57","Johnson",2013,162,86,0.531
"1563","ARI",2073730,25602,"27.6","28.0","102","102","0","2","10",89926500,"3:03","Gibson and Trammell",2014,162,64,0.395
"1564","ATL",2354305,29065,"26.8","27.3","98","97","0","3","8",108081500,"3:04","Gonzalez",2014,162,79,0.488
"1565","BAL",2464473,30426,"28.3","27.7","103","103","0","3","12",109097500,"3:07","Showalter",2014,162,96,0.593
"1566","BOS",2956089,36495,"29.3","29.9","104","104","0","2","16",134628929,"3:17","Farrell",2014,162,71,0.438
"1567","CHC",2652113,32742,"26.8","28.0","102","103","0","3","5",59800500,"3:12","Renteria",2014,162,73,0.451
"1568","CHW",1650821,20381,"27.7","27.4","97","98","0","3","5",87475500,"3:08","Ventura",2014,162,73,0.451
"1569","CIN",2476664,30576,"29.0","28.0","100","100","0","5","10",102230000,"3:03","Price",2014,162,76,0.469
"1570","CLE",1437393,17746,"28.5","27.2","103","102","0","1","7",73509399,"3:12","Francona",2014,162,85,0.525
"1571","COL",2680329,33090,"27.4","28.5","116","116","0","2","8",95403500,"3:12","Weiss",2014,162,66,0.407
"1572","DET",2917209,36015,"29.7","28.5","101","101","0","4","13",169135500,"3:14","Ausmus",2014,162,90,0.556
"1573","HOU",1751829,21628,"25.7","27.9","100","101","0","1","3",44736800,"3:10","Porter and Lawless",2014,162,70,0.432
"1574","KCR",1956482,24154,"28.3","28.9","104","103","0","3","13",89804075,"3:02","Yost",2014,162,89,0.549
"1575","LAA",3095935,38221,"29.3","28.4","95","94","0","2","13",128667000,"3:15","Scioscia",2014,162,98,0.605
"1576","LAD",3782337,46696,"29.3","29.9","96","95","0","4","18",230814600,"3:14","Mattingly",2014,162,94,0.58
"1577","MIA",1732283,21386,"27.4","26.4","100","101","0","2","7",42365400,"3:05","Redmond",2014,162,77,0.475
"1578","MIL",2797384,34536,"28.8","29.0","103","103","0","4","10",109567000,"3:07","Roenicke",2014,162,82,0.506
"1579","MIN",2250606,27785,"27.6","29.2","102","102","0","2","7",87044000,"3:07","Gardenhire",2014,162,70,0.432
"1580","NYM",2148808,26528,"28.4","28.9","94","94","0","1","8",82663615,"3:08","Collins",2014,162,79,0.488
"1581","NYY",3401624,41995,"32.5","29.3","100","100","0","3","18",258118959,"3:12","Girardi",2014,162,84,0.518
"1582","OAK",2003628,24736,"29.5","28.2","98","97","0","6","14",89160900,"3:05","Melvin",2014,162,88,0.543
"1583","PHI",2423852,29924,"30.8","30.1","101","102","0","1","12",176444967,"3:09","Sandberg",2014,162,73,0.451
"1584","PIT",2442564,30155,"27.3","28.1","99","98","0","3","12",80729000,"3:09","Hurdle",2014,162,88,0.543
"1585","SDP",2195373,27103,"27.9","28.8","92","92","0","2","5",76662100,"3:01","Black",2014,162,77,0.475
"1586","SEA",2064334,25486,"27.6","29.0","95","95","0","4","8",95471000,"2:59","McClendon",2014,162,87,0.537
"1587","SFG",3368697,41589,"28.6","31.7","95","94","0","3","14",163510167,"3:05","Bochy",2014,162,88,0.543
"1588","STL",3540649,43712,"28.6","27.2","100","99","0","4","15",129932500,"3:03","Matheny",2014,162,90,0.556
"1589","TBR",1446464,17858,"29.3","28.4","97","97","0","1","9",77814300,"3:19","Maddon",2014,162,77,0.475
"1590","TEX",2718733,33565,"28.4","27.9","104","104","0","2","12",129801239,"3:06","Washington and Bogar",2014,162,67,0.414
"1591","TOR",2375525,29327,"29.2","29.6","100","99","0","3","9",136466200,"3:01","Gibbons",2014,162,83,0.512
"1592","WSN",2579389,31844,"28.8","28.3","104","102","0","2","12",137235080,"3:05","Williams",2014,162,96,0.593
"1593","ARI",2080145,25681,"26.6","27.1","103","104","0","2","5",64434000,"3:10","Hale",2015,162,79,0.488
"1594","ATL",2001392,24709,"28.8","26.6","95","96","0","1","10",134037500,"2:55","Gonzalez",2015,162,67,0.414
"1595","BAL",2281202,29246,"27.9","28.3","103","103","0","4","10",112989833,"2:55","Showalter",2015,162,81,0.5
"1596","BOS",2880694,35564,"28.4","28.6","106","107","0","1","15",183931900,"3:06","Farrell",2015,162,78,0.481
"1597","CHC",2959812,36541,"26.9","29.3","100","100","0","2","11",115306610,"3:02","Maddon",2015,162,97,0.599
"1598","CHW",1755810,21677,"28.2","27.8","96","97","0","1","8",112889700,"3:00","Ventura",2015,162,76,0.469
"1599","CIN",2419506,29870,"29.5","27.3","100","101","0","2","9",111572286,"3:02","Price",2015,162,64,0.395
"1600","CLE",1388905,17361,"28.0","27.3","106","106","0","1","5",59163766,"3:00","Francona",2015,161,81,0.503
"1601","COL",2506789,30948,"28.0","28.7","118","119","0","3","7",96438600,"3:06","Weiss",2015,162,68,0.42
"1602","DET",2726048,33655,"28.3","28.7","98","98","0","4","14",172284750,"3:09","Ausmus",2015,161,74,0.46
"1603","HOU",2153585,26587,"26.6","29.4","100","100","0","2","7",93256200,"3:03","Hinch",2015,162,86,0.531
"1604","KCR",2708549,33439,"29.1","30.0","103","103","0","7","14",121590475,"3:00","Yost",2015,162,95,0.586
"1605","LAA",3012765,37195,"28.6","28.3","94","93","0","3","10",131522500,"3:00","Scioscia",2015,162,85,0.525
"1606","LAD",3764815,46479,"29.5","28.1","96","95","0","5","12",265140000,"3:03","Mattingly",2015,162,92,0.568
"1607","MIA",1752235,21633,"27.9","27.3","98","99","0","2","7",70031500,"2:51","Redmond and Jennings",2015,162,71,0.438
"1608","MIL",2542558,31390,"28.1","28.4","101","101","0","2","7",70869500,"3:01","Roenicke and Counsell",2015,162,68,0.42
"1609","MIN",2220054,27408,"28.3","29.1","103","103","0","2","7",107755000,"2:57","Molitor",2015,162,83,0.512
"1610","NYM",2569753,31725,"28.6","28.2","95","94","0","1","9",98874473,"2:56","Collins",2015,162,90,0.556
"1611","NYY",3193795,39430,"31.2","27.4","98","98","0","3","13",214051957,"3:08","Girardi",2015,162,87,0.537
"1612","OAK",1768175,21829,"27.9","27.8","100","100","0","3","10",64016001,"3:01","Melvin",2015,162,68,0.42
"1613","PHI",1831080,22606,"28.0","28.5","100","101","0","1","9",103082167,"2:58","Sandberg and Mackanin",2015,162,63,0.389
"1614","PIT",2498596,30847,"28.2","29.6","98","98","0","4","12",104457499,"3:06","Hurdle",2015,162,98,0.605
"1615","SDP",2459742,30367,"27.6","29.1","93","93","0","1","6",125203700,"3:01","Black, Roberts and Murphy",2015,162,74,0.457
"1616","SEA",2193581,27081,"28.6","28.6","94","94","0","2","8",130681400,"3:01","McClendon",2015,162,76,0.469
"1617","SFG",3375882,41678,"28.9","31.5","97","96","0","4","12",180018166,"3:02","Bochy",2015,162,84,0.518
"1618","STL",3520889,43468,"28.4","28.2","102","101","0","6","14",128241500,"2:59","Matheny",2015,162,100,0.617
"1619","TBR",1287054,15322,"28.4","26.7","98","98","0","2","7",64571233,"2:59","Cash",2015,162,80,0.494
"1620","TEX",2491875,30764,"28.6","28.1","105","105","0","1","9",178860789,"3:04","Banister",2015,162,88,0.543
"1621","TOR",2794891,34505,"29.5","29.2","99","98","0","2","12",117917400,"2:53","Gibbons",2015,162,93,0.574
"1622","WSN",2619843,32344,"28.4","28.6","104","103","0","2","11",176496372,"2:54","Williams",2015,162,83,0.512
